               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.050349,            0.070783,            0.010601,             0.64663,             0.50371,             0.54196,             0.24601,            0.050892,            0.052978,            0.013484,            0.008119,            0.008119,            0.008119
                  59,            0.049478,            0.070919,           0.0097144,             0.69938,             0.51968,             0.58072,             0.25462,            0.051386,            0.052869,            0.011239,            0.008086,            0.008086,            0.008086
                  60,            0.048703,            0.068495,            0.010112,             0.74539,             0.40593,             0.48458,             0.21339,            0.053674,            0.055592,             0.01652,            0.008053,            0.008053,            0.008053
                  61,            0.050329,            0.072271,           0.0097846,             0.61747,             0.55984,             0.57682,              0.2576,            0.050423,            0.053528,             0.01124,             0.00802,             0.00802,             0.00802
                  62,            0.049755,            0.063214,            0.010332,             0.70322,             0.44559,              0.5471,             0.23683,            0.052983,            0.053871,            0.010399,            0.007987,            0.007987,            0.007987
                  63,            0.051633,            0.068774,            0.010278,             0.58127,             0.48933,             0.52726,             0.22547,            0.052232,             0.05591,             0.01347,            0.007954,            0.007954,            0.007954
                  64,            0.050731,            0.069909,           0.0097029,             0.67039,             0.54345,             0.58865,             0.26738,            0.050255,            0.055164,            0.010125,            0.007921,            0.007921,            0.007921
                  65,            0.048691,            0.067466,           0.0095182,             0.62841,             0.57785,             0.62226,              0.2777,            0.050587,            0.052768,            0.011673,            0.007888,            0.007888,            0.007888
                  66,            0.048096,            0.063497,           0.0092388,              0.6393,             0.49403,             0.55666,             0.25049,            0.052143,            0.053949,            0.015683,            0.007855,            0.007855,            0.007855
                  67,            0.048447,            0.064045,           0.0081718,             0.65659,             0.54521,             0.60078,             0.26575,            0.050679,            0.052013,            0.011538,            0.007822,            0.007822,            0.007822
                  68,            0.047904,            0.066263,           0.0087627,             0.68882,             0.50853,              0.5787,             0.27475,            0.050624,            0.053816,            0.010252,            0.007789,            0.007789,            0.007789
                  69,            0.048321,            0.061065,           0.0080519,             0.69007,             0.50728,             0.56592,               0.242,            0.051169,              0.0542,            0.010065,            0.007756,            0.007756,            0.007756
                  70,            0.048135,            0.068481,           0.0074663,             0.58329,             0.53985,             0.55135,             0.25201,             0.04963,             0.05327,            0.013228,            0.007723,            0.007723,            0.007723
                  71,            0.047379,            0.065942,           0.0074915,             0.65816,             0.56031,             0.61064,             0.28326,            0.049362,            0.052295,           0.0096997,             0.00769,             0.00769,             0.00769
                  72,            0.048855,             0.06467,           0.0080157,             0.63551,             0.57502,             0.59396,             0.27953,             0.05043,            0.053528,            0.012312,            0.007657,            0.007657,            0.007657
                  73,            0.048844,            0.068266,            0.008283,             0.64791,             0.49106,             0.55925,               0.254,             0.05034,            0.054438,            0.014654,            0.007624,            0.007624,            0.007624
                  74,            0.047206,            0.065439,           0.0081808,               0.697,             0.54325,             0.58906,             0.28463,             0.04989,            0.053087,            0.010152,            0.007591,            0.007591,            0.007591
                  75,            0.046799,            0.062646,           0.0070957,             0.74383,             0.52238,             0.56706,             0.27022,            0.051257,            0.057125,             0.01123,            0.007558,            0.007558,            0.007558
                  76,            0.047751,            0.063522,           0.0072296,             0.70142,             0.57802,             0.61468,             0.28665,            0.050227,            0.052358,           0.0091014,            0.007525,            0.007525,            0.007525
                  77,            0.048546,            0.065224,            0.008116,             0.66935,             0.53883,             0.60607,             0.28186,            0.050859,            0.053297,            0.012608,            0.007492,            0.007492,            0.007492
                  78,            0.047751,             0.06448,           0.0078931,             0.69205,             0.52273,              0.6093,             0.29706,             0.05105,            0.052423,            0.012051,            0.007459,            0.007459,            0.007459
                  79,            0.046402,            0.060302,           0.0075255,             0.62055,             0.58966,              0.6187,             0.28832,            0.051028,            0.051484,           0.0096842,            0.007426,            0.007426,            0.007426
                  80,             0.04686,            0.063008,           0.0066352,             0.67634,             0.59092,             0.64111,             0.30012,            0.050111,            0.051816,           0.0092326,            0.007393,            0.007393,            0.007393
                  81,            0.047211,            0.065777,           0.0066198,             0.72112,             0.58321,             0.65395,             0.31033,            0.049058,            0.050313,           0.0082908,             0.00736,             0.00736,             0.00736
                  82,            0.047852,              0.0661,           0.0064189,             0.62069,              0.5898,             0.64066,             0.28952,            0.050071,            0.054657,           0.0099734,            0.007327,            0.007327,            0.007327
                  83,            0.046325,            0.063341,           0.0085539,             0.68088,             0.56018,             0.60163,             0.28215,            0.049198,            0.051297,           0.0096902,            0.007294,            0.007294,            0.007294
                  84,            0.047336,            0.066736,           0.0065841,             0.66631,             0.51597,             0.56634,             0.26235,            0.050647,            0.052562,            0.013544,            0.007261,            0.007261,            0.007261
                  85,            0.046811,            0.063544,           0.0069862,             0.73071,             0.55101,             0.63532,             0.30661,            0.048717,            0.052199,           0.0090159,            0.007228,            0.007228,            0.007228
                  86,            0.046652,            0.064839,           0.0070594,             0.68786,             0.55433,             0.62493,             0.29984,            0.048402,            0.051419,            0.013278,            0.007195,            0.007195,            0.007195
                  87,            0.046292,            0.064004,           0.0076851,             0.63594,             0.57389,             0.60881,             0.30091,            0.049374,            0.050791,           0.0096264,            0.007162,            0.007162,            0.007162
                  88,            0.047344,            0.061565,            0.007231,             0.63968,             0.58442,             0.60982,              0.2836,            0.049283,            0.051463,            0.011048,            0.007129,            0.007129,            0.007129
                  89,            0.047173,            0.065433,           0.0061442,             0.74878,              0.5591,             0.62832,              0.3121,            0.048538,            0.052624,            0.011553,            0.007096,            0.007096,            0.007096
                  90,            0.045487,             0.05969,           0.0066828,             0.71152,             0.60737,             0.65133,             0.31505,            0.049107,            0.050311,            0.008951,            0.007063,            0.007063,            0.007063
                  91,             0.04534,            0.061607,           0.0064914,             0.71354,             0.59238,             0.65459,             0.32806,            0.047805,            0.051312,           0.0094648,             0.00703,             0.00703,             0.00703
                  92,            0.045774,            0.060143,           0.0065899,             0.70803,             0.59671,             0.65148,             0.30874,            0.048047,            0.051316,             0.01016,            0.006997,            0.006997,            0.006997
                  93,            0.044601,            0.062933,           0.0061077,             0.69191,             0.60806,              0.6441,             0.30474,            0.048379,            0.051541,            0.008805,            0.006964,            0.006964,            0.006964
                  94,             0.04476,            0.060972,           0.0063469,              0.6517,             0.56341,              0.6027,             0.28586,            0.048537,             0.05411,           0.0097077,            0.006931,            0.006931,            0.006931
                  95,            0.045277,            0.058491,           0.0057377,             0.70846,             0.61767,             0.66164,             0.31446,            0.049094,            0.050687,           0.0085252,            0.006898,            0.006898,            0.006898
                  96,            0.045122,            0.059797,           0.0061646,             0.74409,             0.60296,             0.67117,             0.32002,            0.048381,             0.04966,           0.0082684,            0.006865,            0.006865,            0.006865
                  97,            0.045149,            0.063298,           0.0055879,              0.6901,             0.59451,             0.64942,             0.30569,            0.047533,            0.049902,           0.0087281,            0.006832,            0.006832,            0.006832
                  98,            0.045275,            0.063309,           0.0055591,             0.70465,             0.58567,             0.64261,              0.3013,            0.048598,            0.050852,           0.0086206,            0.006799,            0.006799,            0.006799
                  99,            0.045009,            0.059922,           0.0053824,             0.68827,             0.64326,             0.65752,             0.31099,            0.048042,            0.051429,           0.0073573,            0.006766,            0.006766,            0.006766
                 100,            0.043855,            0.058382,           0.0055207,             0.70066,             0.61806,             0.64436,             0.32114,            0.048717,            0.050992,           0.0090771,            0.006733,            0.006733,            0.006733
                 101,            0.044604,            0.059681,           0.0061301,             0.71391,             0.61324,             0.65265,             0.31505,            0.046943,             0.05066,           0.0087464,              0.0067,              0.0067,              0.0067
                 102,            0.044062,            0.056994,           0.0055588,             0.72985,             0.58113,             0.64359,             0.30886,            0.047216,              0.0505,           0.0091709,            0.006667,            0.006667,            0.006667
