               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  93,            0.018892,           0.0094178,           0.0020884,             0.97603,             0.97596,             0.99113,             0.82188,            0.015828,           0.0044768,            0.001011,            0.003928,            0.003928,            0.003928
                  94,            0.018642,           0.0091158,           0.0017588,             0.97754,             0.97586,             0.99225,             0.81828,            0.015732,           0.0044762,           0.0029036,            0.003862,            0.003862,            0.003862
                  95,            0.018039,           0.0091805,           0.0014976,             0.98365,             0.97772,             0.98908,               0.824,            0.015756,           0.0045519,           0.0034601,            0.003796,            0.003796,            0.003796
                  96,            0.018204,           0.0091645,           0.0016682,             0.97318,              0.9808,             0.99132,             0.82461,            0.015941,           0.0044486,          0.00075406,             0.00373,             0.00373,             0.00373
                  97,            0.018165,           0.0090805,           0.0021618,             0.97815,             0.98004,             0.99262,             0.83035,            0.015141,           0.0043708,          0.00062044,            0.003664,            0.003664,            0.003664
                  98,            0.018372,           0.0092619,           0.0015096,             0.98457,             0.97528,             0.99253,             0.82345,            0.014979,           0.0044235,           0.0012676,            0.003598,            0.003598,            0.003598
                  99,            0.018102,           0.0089033,            0.001412,             0.97714,             0.98071,              0.9928,             0.82169,            0.015754,           0.0044352,          0.00051145,            0.003532,            0.003532,            0.003532
                 100,            0.017909,           0.0089151,           0.0015233,             0.98059,             0.96925,             0.99204,             0.82819,            0.015231,           0.0044824,            0.001633,            0.003466,            0.003466,            0.003466
                 101,            0.017782,           0.0087496,           0.0015628,             0.98362,             0.97766,             0.98853,             0.82605,            0.015006,           0.0044012,           0.0026776,              0.0034,              0.0034,              0.0034
                 102,            0.017608,           0.0090522,           0.0015262,               0.983,             0.97868,             0.99094,             0.82485,            0.015571,           0.0044499,          0.00089981,            0.003334,            0.003334,            0.003334
                 103,            0.017352,           0.0087555,            0.001486,             0.98828,             0.97778,             0.98925,             0.83126,            0.014726,           0.0044351,           0.0011513,            0.003268,            0.003268,            0.003268
                 104,            0.017679,           0.0089493,           0.0012485,             0.98296,             0.97622,             0.99272,             0.83247,            0.015202,           0.0044078,           0.0007504,            0.003202,            0.003202,            0.003202
                 105,            0.017346,           0.0086235,           0.0012855,             0.98327,              0.9811,             0.99311,             0.82519,            0.015525,           0.0045078,           0.0014588,            0.003136,            0.003136,            0.003136
                 106,            0.017269,           0.0087684,           0.0015583,             0.98675,             0.97617,             0.99295,             0.83305,            0.014833,           0.0044194,           0.0014746,             0.00307,             0.00307,             0.00307
                 107,            0.017049,           0.0085973,           0.0013681,             0.98573,             0.97928,             0.99085,             0.83169,             0.01486,           0.0043802,           0.0014978,            0.003004,            0.003004,            0.003004
                 108,            0.017405,           0.0087058,            0.001182,              0.9909,             0.96798,             0.99324,              0.8339,            0.014666,            0.004419,           0.0015307,            0.002938,            0.002938,            0.002938
                 109,            0.016964,            0.008679,           0.0012544,             0.98951,             0.97868,             0.99332,             0.83242,            0.014782,           0.0044987,          0.00078438,            0.002872,            0.002872,            0.002872
