               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.035372,            0.046606,           0.0021958,              0.8058,             0.64904,             0.70298,             0.39036,            0.043647,            0.050977,           0.0077649,            0.005644,            0.005644,            0.005644
                 134,            0.036797,            0.047617,           0.0021862,             0.77029,             0.66636,             0.70816,             0.38305,             0.04547,            0.050615,            0.006615,            0.005611,            0.005611,            0.005611
                 135,            0.037598,            0.050103,           0.0022755,             0.78536,             0.67765,             0.72818,             0.40018,            0.043472,            0.049693,           0.0072426,            0.005578,            0.005578,            0.005578
                 136,            0.035377,            0.047331,           0.0021514,             0.78507,             0.67792,             0.72373,             0.40761,            0.043116,            0.050617,           0.0069343,            0.005545,            0.005545,            0.005545
                 137,            0.034939,            0.046579,           0.0021553,             0.79608,             0.70921,             0.74067,             0.41319,            0.043216,            0.049834,           0.0066607,            0.005512,            0.005512,            0.005512
                 138,            0.036129,            0.048558,           0.0021161,             0.78796,             0.68079,             0.73908,             0.40803,            0.043229,             0.04904,             0.00708,            0.005479,            0.005479,            0.005479
                 139,             0.03631,            0.047245,           0.0021238,             0.77792,             0.69452,             0.73196,             0.39874,            0.043556,            0.049597,           0.0065741,            0.005446,            0.005446,            0.005446
                 140,             0.03605,            0.045784,           0.0022129,              0.8039,              0.6535,              0.7303,             0.41065,            0.043609,            0.050193,           0.0069147,            0.005413,            0.005413,            0.005413
                 141,            0.036618,            0.045161,           0.0021562,             0.79076,             0.70496,             0.72867,             0.40396,            0.043672,            0.050016,           0.0065265,             0.00538,             0.00538,             0.00538
                 142,            0.035247,            0.047729,           0.0023431,             0.78582,             0.68427,             0.72473,             0.40043,            0.043354,             0.05033,            0.007303,            0.005347,            0.005347,            0.005347
                 143,             0.03516,            0.045667,           0.0021454,             0.79978,             0.63108,             0.70316,             0.37261,            0.045188,            0.050716,           0.0069726,            0.005314,            0.005314,            0.005314
                 144,            0.035673,             0.04693,           0.0022804,             0.78564,             0.67974,             0.72494,             0.40471,            0.043005,            0.050236,            0.007202,            0.005281,            0.005281,            0.005281
                 145,            0.035669,            0.047232,           0.0020951,             0.80266,             0.68037,             0.73155,              0.4027,            0.043456,            0.049824,           0.0072716,            0.005248,            0.005248,            0.005248
                 146,            0.036972,            0.046156,           0.0021191,             0.82721,             0.68999,             0.74214,             0.40687,            0.043342,            0.049724,           0.0066918,            0.005215,            0.005215,            0.005215
                 147,            0.035116,            0.045002,           0.0021707,             0.80542,             0.69534,             0.73609,             0.40583,            0.043833,            0.049817,           0.0060376,            0.005182,            0.005182,            0.005182
                 148,            0.035855,            0.046513,           0.0020683,             0.84945,             0.68454,             0.73927,             0.40851,            0.043224,            0.049789,           0.0064874,            0.005149,            0.005149,            0.005149
                 149,            0.034804,            0.045188,           0.0021728,             0.81634,              0.6741,             0.72876,              0.4075,            0.043356,            0.050049,           0.0066972,            0.005116,            0.005116,            0.005116
                 150,            0.034252,             0.04417,           0.0023142,             0.81376,             0.65766,             0.71561,             0.39074,            0.044059,            0.051138,           0.0067242,            0.005083,            0.005083,            0.005083
                 151,            0.033962,            0.044618,           0.0022111,             0.81633,             0.62415,             0.70926,             0.38732,            0.044498,            0.051939,           0.0069391,             0.00505,             0.00505,             0.00505
                 152,            0.035319,            0.045936,           0.0021283,             0.82966,             0.64504,             0.71982,             0.39656,            0.043556,            0.051222,           0.0071993,            0.005017,            0.005017,            0.005017
                 153,            0.034804,            0.045642,           0.0022223,             0.79281,             0.65469,             0.72512,             0.40062,            0.043274,            0.052038,            0.006401,            0.004984,            0.004984,            0.004984
                 154,            0.035185,            0.048343,           0.0020897,             0.74242,             0.66792,             0.71457,             0.40292,            0.043775,            0.051294,            0.006756,            0.004951,            0.004951,            0.004951
                 155,            0.034761,            0.046753,            0.001807,             0.78824,              0.6701,             0.73044,             0.41111,            0.043297,            0.049904,           0.0068109,            0.004918,            0.004918,            0.004918
                 156,            0.034994,            0.046752,           0.0021249,             0.81246,             0.66982,             0.73731,              0.4047,             0.04326,            0.050379,            0.006728,            0.004885,            0.004885,            0.004885
                 157,            0.033719,            0.046851,           0.0020042,             0.77694,              0.6827,             0.74171,             0.40147,            0.043315,             0.05121,           0.0067988,            0.004852,            0.004852,            0.004852
                 158,            0.034665,            0.048974,            0.001736,             0.79293,             0.68322,             0.72523,             0.41452,            0.043162,            0.051285,           0.0067444,            0.004819,            0.004819,            0.004819
                 159,            0.035142,            0.047117,           0.0019513,             0.81517,             0.64017,             0.72813,             0.40163,            0.043696,            0.051195,           0.0067878,            0.004786,            0.004786,            0.004786
                 160,            0.034771,            0.048384,           0.0018428,             0.82586,             0.62264,             0.72616,              0.3976,            0.043222,            0.051444,           0.0068809,            0.004753,            0.004753,            0.004753
